Base	Collocatif	Compositionnel	Phrase	ID	Corpus	URL
dégoût	profond	Non	Un profond dégoût s'immisça entre les sanglots de la gamine.	s310 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s310&idxml=SF.fr.BARBERI.xml&user=user&token=c30348008fb76fa43f51bbf59d49ba41
dégoût	profond	Non	Non, elle n'allait pas les plaindre, mais elle avait entrevu le désespoir dans leurs yeux, un profond dégoût d'eux-mêmes qu'ils croyaient exorciser dans la chambre à cauchemars du pavillon de la hyène.	s48751 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s48751&idxml=SF.fr.BORDAGE.xml&user=user&token=0733a8db4e069997ea65acb202eb9eb1
fossé	profond	Oui	Une ligne de pièges garnis de pieux acérés ceignait les palissades, puis venaient des rangées de fascines serrées et, enfin, un fossé profond de près de deux mètres.	s5070 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5070&idxml=SF.fr.BARBET.xml&user=user&token=9447a3a2dd099847d6733bd1d7327cb6
galeries	profondes	Oui	Os-berg, en effet, avait observé que les courtilières creusaient dans le sol de profondes galeries.	s13464 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s13464&idxml=SF.fr.BARBET.xml&user=user&token=3bf2497e7c5bb1d515b8d5f371770c97
gorges	profondes	Oui	Ils traversèrent ainsi des gorges profondes et sauvages, où des torrents coulaient en mugissant.	s15561 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s15561&idxml=SF.fr.BARBET.xml&user=user&token=148aa585d6557b8b37b118151e77be38
puits	profond	Oui	Ils débouchèrent sur une plate-forme communiquant directement avec le sas d'un astronef tapi dans un puits profond.	s24275 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s24275&idxml=SF.fr.BARBET.xml&user=user&token=1f15796c84ebf4f2b6d23e23cd8dceeb
fosse	profonde	Oui	Lorsqu'il atteignit le coude, ce fut pour voir une fosse profonde ouverte à ses pieds.	s37879 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s37879&idxml=SF.fr.BARBET.xml&user=user&token=3cbff8f9378f785ece87c623c1a5ce93
grotte	profonde	Oui	Trois jours plus tôt, les voyageurs s'étaient réveillés dans une grotte profonde et humide.	s24778 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s24778&idxml=SF.fr.BORDAGE.xml&user=user&token=233d5766d0580f1ba42ec855b26d8640
faille	profonde	Oui	Les descendants des passagers de la nef, Priors et Minors, vivaient sur le plateau central d'un continent appelé Alt qui s'achevait à l'ouest par une faille profonde, large et longue de plusieurs milliers de pas.	s27426 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s27426&idxml=SF.fr.BORDAGE.xml&user=user&token=60c6f09c5c80919fb2b7dd0765606f9a
caverne	profonde	Oui	Il opta pour une caverne profonde où coulait une rivière souterraine dont le murmure se perdait dans les profondeurs de la terre. 	s33610 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s33610&idxml=SF.fr.BORDAGE.xml&user=user&token=607c95c48a7747c196bb2e5902590159
forêt	profonde	Oui	La file des chariots s'étirait sur le chemin cabossé qui s'enfonçait dans une forêt profonde, interminable.	s36346 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s36346&idxml=SF.fr.BORDAGE.xml&user=user&token=cabf8acc1792b353d730eef09b28e008
cavité	profonde	Oui	Un pan de mur pivota et démasqua une profonde cavité qui contenait une luxueuse machine à presser le zotl et un bon tas de racines.	s13340 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s13340&idxml=SF.fr.KLEIN.xml&user=user&token=7c44561325f3308893e8660bd985728b
sommeil	profond	Non	Après plus de quinze heures d'un sommeil profond, Bor avait essayé de remettre un peu d'ordre dans sa cervelle.	s3000 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s3000&idxml=SF.en_fr/patched/fr/BARBERI_GUERRE_DE_RIEN_1990.xml.tei.xml&user=userP&token=e73073d88e3664858c72dd04aa5b0b17
sommeil	profond	Non	Elle transportait en son sein une femme du nom d'Ellula, un homme du nom de Xion et les membres de l'équipage, tous plongés dans un sommeil profond.	s2616 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2616&idxml=SF.en_fr/patched/fr/BORDAGE_Abzalon.xml.tei.xml&user=userP&token=56bb4bd4ec4a7039de372aa013470e6a
sommeil	profond	Non	Le vrai sommeil profond, celui qui nous permet de récupérer, ne dure qu’une heure par nuit et il est découpé en petites séquences de quinze minutes qui, comme un refrain de chanson, reviennent toutes les une heure et demie.	s11536 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s11536&idxml=SF.en_fr/patched/fr/WERBER_La_trilogie_des_fourmis_3_La_revolution_des_fourmis.xml.tei.xml&user=userP&token=1a58d2ad7051e90112047d9783f45c20
sommeil	profond	Non	Parfois, certaines personnes dorment dix heures d’affilée sans trouver ce sommeil profond et elles se réveillent au bout de ces dix heures complètement épuisées.	s11537 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s11537&idxml=SF.en_fr/patched/fr/WERBER_La_trilogie_des_fourmis_3_La_revolution_des_fourmis.xml.tei.xml&user=userP&token=d8482a51776a942ad1e31d13d76500fc
sommeil	profond	Non	Elle savait que son sommeil risquait d’être court et programma son esprit pour foncer tout droit vers le sommeil profond réparateur.	s12370 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s12370&idxml=SF.en_fr/patched/fr/WERBER_La_trilogie_des_fourmis_3_La_revolution_des_fourmis.xml.tei.xml&user=userP&token=408e116dc1f221f7a20c92874255cf38
sommeil	profond	Non	Elle a le sommeil profond, ce qui permet à son invité d'embarquer des coupes de Gallé conservées dans une vitrine.	s168234 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s168234&idxml=lfi2010_2011.xml&user=userP&token=aec4f08a2ffd7755e942e955b1daa749
sommeil	profond	Non	Le décès survient après un temps indéterminé, le patient est endormi dans un sommeil profond, il ne ressent plus aucune souffrance.	s626335 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s626335&idxml=libe2010_2015.xml&user=userP&token=8c64b52a6325560fe68fbf208562d741
sommeil	profond	Non	"On entend le médecin expliquer à son patient : "" Après l'injection, vous tomberez dans un sommeil profond, dont vous ne reviendrez pas."	s172874 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s172874&idxml=lm2010_2015.xml&user=userP&token=1cbd60e09f2afc35d2b1a73e72440b4f
sommeil	profond	Non	L'homme, grand et fort, avait passé un pantalon sur son pyjama, et affichait l'air hébété de quelqu'un que l'on vient de tirer d'un sommeil profond.	s57 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s57&idxml=LITT.fr.ARNAUD.xml&user=userP&token=264be19f58d1e330381196b6e752c462
sommeil	profond	Non	Il venait de tomber dans un sommeil profond quand la porte s'ouvrit avec un couinement de charnières prononcé.	s204 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s204&idxml=LITT.fr.BRUCKNER.xml&user=userP&token=99cecf7c8cadabff6665278b0db89847
lac	profond	Oui	Le lac étant profond à cet endroit, elle coula comme une pierre, puis, l'air commença à lui manquer et elle remua les bras et les jambes, avec lenteur d'abord, de plus en plus vigoureusement ensuite, entama sa remontée et déboucha enfin à l'air libre.	s2703 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2703&idxml=SF.en_fr/patched/fr/BORDAGE_Les_fables_de_l_Humpur.xml.tei.xml&user=user&token=92e49d93d48fa327ec0a83c007daafe4
tranchées	profondes	Oui	Ces profondes tranchées étaient donc comme tout le reste : faites d'un bloc, dont chaque partie faisait corps avec ses voisines.	s1743 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1743&idxml=LITT.fr.PERU.xml&user=userP&token=0f0e0f0cc182d0556aaf70b239df237e
canyons	profonds	Oui	Les ponts qui surplombent de profonds canyons s'enchaînent sur deux cent cinquante kilomètres.	s68761 	SENT : Corpus sentimental de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s68761&idxml=SENT.fr.LEVY.xml&user=user&token=34f6e8b995f11e01706259cccc81fc4c
crique	profonde	Oui	Au-delà du Gardien s'ouvrait une crique profonde, dominée par des versants abrupts.	s1076 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1076&idxml=LITT.fr.JAWORSKI.xml&user=userP&token=1c1d0af074fbbe1201914c6a72cb242f
sous-sol	profond	Oui	Tout change lorsqu'il s'agit d'eau non renouvelable, ou fossile, que l'on puise dans le sous-sol profond.	s124115 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s124115&idxml=libe2010_2015.xml&user=user&token=25454aa8e41c16a716b80e9c727b9683
trous	profonds	Oui	Des panneaux interdisent de s'éloigner de la chaussée, le recul de l'eau ayant laissé un sol truffé de trous profonds juste sous la surface, les dolines, qui peuvent s'effondrer sous le poids d'un homme.	s289809 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s289809&idxml=lfi2010_2011.xml&user=user&token=6c881256dc0fd87254f26819aeb8a966
remous	profond	Oui	Quelque chose frôla la surface de l'eau, laissant un remous profond sur plusieurs mètres.	s4943 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4943&idxml=LITT.fr.CHATTAM2.xml&user=user&token=5f7fff2e76aaebd9b82163b129fcfd16
sillon	profond	Oui	Le Redoutable avait repris sa marche régulière et endormie ; au bas de mon hublot, qui s'ouvrait tout près de l'arrière, l'eau maintenant creusait un sillon profond au long de la coque, décollée d'elle comme du soc d'une charrue.	s2937 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2937&idxml=LITT.fr.GRACQ.xml&user=user&token=68c1ead2149686e2347aadbf220b9076
douve	profonde	Oui	Une douve large et profonde l'entourait, alimentée par l'eau du lac.	s15893 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s15893&idxml=LITT.fr.MERLE.xml&user=user&token=50f6042c76e041762115f26bb8e45f0a
puisard	profond	Oui	Sous la lumière basse des lampadaires, les maisons paraissent plus hautes, plus serrées, plus féodales ; abruptes comme les parois d'un profond puisard où sommeille une eau placide et moelleuse.	s1041 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1041&idxml=LITT.fr.PERRET.xml&user=userP&token=fd9784e615c72799996c1293bb6e390b
chagrin	gros	Non	La pharmacienne lui tend le sachet et pendant que Delphine paie, s'adresse au bébé avec ce même type de mots censés le rassurer : Voilà c'est fini ce gros chagrin tu vas pouvoir manger maman va te faire un bon biberon.	s2002 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2002&idxml=LITT.fr.ADAM.xml&user=userP&token=ec1070de2d4273fd0889cbc3824381be
chagrin	gros	Non	Et, dans la foulée, voilà que l'enfant déballe son gros chagrin, les fameuses mûres amoureusement cueillies, jetées dans les cabinets...	s898 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s898&idxml=LITT.fr.BOISSARD.xml&user=userP&token=64a8a9b23fa4a48ba252b521b2d3bd1b
chagrin	gros	Non	En moyenne ce sont des gens qui cherchent à oublier un gros chagrin d'amour.	s2056 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2056&idxml=LITT.fr.DUFOUR.xml&user=userP&token=04166495d844f44c83ee6ca2565c4828
chagrin	gros	Non	D'habitude, quand il avait un gros chagrin, il courait vers maman, pour qu'elle le console, à n'importe quelle heure.	s19738 	POLv2 : Corpus policier de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s19738&idxml=POL.fr.MAGNAN.xml&user=userP&token=6a9037dcc24e01812da71fb038307041
chagrins	gros	Non	Il ne faut pas prendre trop au sérieux les gros chagrins des enfants.	s4490 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4490&idxml=LITT.fr.LANGFUS.xml&user=userP&token=8f4a69364de1a0ba2248b9ca1676c0c4
chagrin	gros	Non	J'ai juste un gros chagrin et une petite angoisse nocturne.	s5067 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5067&idxml=LITT.fr.MAALOUF.xml&user=userP&token=42ff51079f92ae284ab8d09f894efb9f
chagrin	gros	Non	J'avais revu la glace de mon appartement parisien, l'autobus 80, les portes qui soufflaient pom-pschitt et la fille écroulée sur son grand lit, avec son gros chagrin.	s17563 	SENT : Corpus sentimental de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s17563&idxml=SENT.fr.PANCOL.xml&user=userP&token=fac4bae812d9a92f0d498650dd120b4b
chagrin	gros	Non	Elle s'est mise à pleurer, elle m'a avoué que je la délivrais d'un gros chagrin parce qu'elle aussi elle n'aimait que moi et qu'elle ne trouverait jamais personne d'autre, surtout maintenant qu'elle était rose.	s968 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s968&idxml=LITT.fr.SCHMITT2.xml&user=userP&token=afd8b144975b37237d98d137ba3454f6
chagrin	gros	Non	Ensuite, elle a dû partir à la recherche de choses à mettre dans sa bouche, car elle avait un gros chagrin à consoler.	s32309 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s32309&idxml=FY.fr.NOIREZ.xml&user=userP&token=8115e084387f94a8d03f5a58a5023012
chagrins	gros	Non	C'est comme ça qu'il pourrait expliquer son insomnie, sauf que sa lampe éclaire mal et qu'il n'y voit rien et que, comme au temps des gros chagrins, il se cogne partout.	s14609 	SENT : Corpus sentimental de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s14609&idxml=SENT.fr.GAVALDA.xml&user=userP&token=e9d9b890ff613cc77bf2211377391ba9
lunettes	grosses	Oui	Les grosses lunettes avaient disparu au profit de fines montures métalliques, de riches complets remplaçaient les tenues démodées, et un fume-cigarette raffiné luisait entre ses doigts jadis jaunes de nicotine.	s1039 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1039&idxml=FY.fr.ALBERT.xml&user=userP&token=2b052cf3765fccccaa6e56b90dc32576
boutons	gros	Oui	Ses vêtements étaient ceux d'un modeste colporteur, veste de peau à gros boutons, chemise de lin blanc, pantalons d'épais coton, le tout un brin élimé mais propre et soigné.	s1346 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1346&idxml=FY.fr.ALBERT.xml&user=userP&token=eb4b4c5d9a3754b83286ff1abb8ee5a6
chevalière	grosse	Oui	Il avait fait confectionner tout exprès un élégant sceau d'ivoire et une grosse chevalière, tous deux gravés à « ses armes ».	s1631 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1631&idxml=FY.fr.ALBERT.xml&user=userP&token=21294ba2b18267eac1668b3866672c7f
piquets	gros	Oui	Philomène indiquait à mes pieds les gros piquets auxquels étaient fixées les cordes tendant la toile du chapiteau.	s4613 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4613&idxml=FY.fr.ALBERT.xml&user=userP&token=c09d4fe60670f5aa8f1daf04e487addc
objet	gros	Oui	Je serai bien incapable d'emporter un si gros objet, de toute façon.	s8712 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s8712&idxml=FY.fr.ALBERT.xml&user=userP&token=e9454d1bc085b75134cca889d7524eb2
vaisseau	gros	Oui	Mais nous n'avons pas assez de moyens pour piloter un gros vaisseau.	s1574 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1574&idxml=lfi2010_2011.xml&user=userP&token=ef58d3d7509f38be9729679e75cdc201
poche	grosse	Oui	Un appendice blanchâtre et poilu d'un mètre de long terminé par une grosse poche rose recouverte de ventouses.	s1294 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1294&idxml=SF.en_fr/patched/fr/BARBERI_GUERRE_DE_RIEN_1990.xml.tei.xml&user=userP&token=8f5faf6c5f0bc9e77d9faa17bdc05cd8
bacs	gros	Oui	C'est près de trois fois plus que les gros bacs à quatre roulettes qui équipent certains immeubles.	s5514 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5514&idxml=lfi2010_2011.xml&user=userP&token=421fcc5800badc06dc920e84504be7ab
flocons	gros	Oui	Des jets de vapeur soufrée giclaient des fissures, barbouillant le ciel de traînées jaune paille, transformant les nuages en gros flocons glaireux.	s2875 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2875&idxml=SF.en_fr/patched/fr/BARBERI_GUERRE_DE_RIEN_1990.xml.tei.xml&user=userP&token=f85344e4b356518c69dd0537f8973e40
cloches	grosses	Oui	Paradoxalement, c'est au Bolchoï que trouvent refuge, pour carillonner dans Boris Godounov , trente des plus grosses cloches des églises de Moscou, désormais vouées au silence.	s11216 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s11216&idxml=lfi2010_2011.xml&user=userP&token=9af41f1d90b3b171a5e0fd828a255703
mémoire	éléphant	Non	Puis, se tournant vers Shariq, il lança : Cet homme a une mémoire d'éléphant !	s12576 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s12576&idxml=FY.fr.KATZ.xml&user=userP&token=bfc13e882fe057b852dd68d273a9b062
mémoire	éléphant	Non	Elle a une mémoire d'éléphant, Jackie, elle se souvient de Jean XXIII, de Jean de Lattre de Tassigny et de Jean Daniel.	s233664 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s233664&idxml=lfi2010_2011.xml&user=userP&token=2f41b0717476d3693cdec013eb8d19d4
mémoire	éléphant	Non	Les politiciens doivent avoir - nous citons de mémoire - un esprit analytique, le dévouement à la cause publique, une présence médiatique ainsi qu'une mémoire d'éléphant pour se souvenir des noms.	s43790 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s43790&idxml=lm2010_2015.xml&user=userP&token=6e02047c6af484c751b9672a1468a2a3
mémoire	éléphant	Non	C'est pour des choses comme ça que j'ai une mémoire d'éléphant.	s38201 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s38201&idxml=GEN.fr.ROCHEFORT.xml&user=userP&token=da29526cda687706e56cb788c5c6b6f8
mémoire	éléphant	Non	– Moi j'ai une mémoire d'éléphant, mais pour certains trucs seulement, généralement pas ceux qu'il faut.	s62189 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s62189&idxml=GEN.fr.ROCHEFORT.xml&user=userP&token=ac941ce0e913c8c2be4740929aca166f
mémoire	éléphant	Non	Doté d'une mémoire d'éléphant, leurs engagements étaient imprimés dans son cerveau et il les rappelait sèchement.	s1088 	POLv2 : Corpus policier de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1088&idxml=POL.fr.AUDIN.xml&user=userP&token=3a8a98c4ca3ee7e75f62b181a1e08395
mémoire	éléphant	Non	Sa mémoire d'éléphant ne l'avait jamais trahi.	s13996 	POLv2 : Corpus policier de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s13996&idxml=POL.fr.JONQUET.xml&user=userP&token=822a29cf1e1b739e46b7eabf614fe8e5
mémoires	éléphant	Non	Ils risquent d'avoir du mal, en revanche, au PS, avec les mémoires d'éléphant qui refusent obstinément d'oublier les offenses.	s757626 	CONT : Corpus de contraste de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s757626&idxml=CONT.fr.PRESSE.xml&user=userP&token=7ec4410b1cac938ce3824ecf0bc1b596
mémoire	éléphant	Non	"Comme d'habitude, Karim Maloum, 50 ans, un gabarit de pilier de rugby, et Daniel Bellanger, 55 ans, surnommé ""Babar"" pour sa mémoire d'éléphant, ""n'ont rien à voir"" avec cette découverte dans un entrepôt de Tramoyes (Ain) le 23 mars : une trentaine de kalachnikovs, des fusils et pistolets automatiques, des kilos d'explosif PEP 500 et gilets pare-balles, un cadre en alu, deux valises de brouilleurs d'ondes et 6 grosses cylindrées type BMW volées et javellisées."	s284258 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s284258&idxml=libe2010_2015.xml&user=userP&token=9c3e55e428f440142bb2fdc0c22ebbdc
mémoire	éléphant	Non	D'abord, j'ai une mémoire d'éléphant.	s18235 	POLv2 : Corpus policier de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s18235&idxml=POL.fr.JAPP.xml&user=userP&token=c47d06eb5357c24a4282ea0f620229a0
troupeau	éléphants	Oui	Pour les deux ou trois heures à venir, même un troupeau d'éléphants ne pourraient plus le réveiller.	s2001 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2001&idxml=LITT.fr.BARBERI.xml&user=userP&token=c0029c1f14aa92c0ada4f793e0a5f0ff
groupe	éléphants	Oui	Au moment où le petit groupe d'éléphants s'échappait en évitant le piège qu'ils avaient repéré d'une façon ou d'une autre, des hommes surgirent des hautes herbes dans le dos de Chaka.	s7147 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s7147&idxml=FY.fr.DAY.xml&user=userP&token=13aff64ab0b66f912b71730951f30943
bouse	éléphant	Oui	Uhraï fronça le nez en pénétrant dans le village, tandis que l'odeur omniprésente de la bouse d'éléphant s'engouffrait dans ses narines.	s3771 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s3771&idxml=FY.fr.TOMAS.xml&user=userP&token=12ecb2e91695ae9d16657bef2ab63141
pattes	éléphants	Oui	Le chercheur reconnaît qu'il serait utile d'examiner les pattes d'éléphants sauvages.	s271528 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s271528&idxml=lm2010_2015.xml&user=userP&token=ea33bc0e57ead5ac43e2484f764d9b8b
défenses	éléphant	Oui	Leurs mandibules, aux allures de défenses d’éléphant portées à l’envers, sont deux sabres courbes qu’elles manient avec une adresse redoutable.	s6221 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s6221&idxml=SF.en_fr/patched/fr/WERBER_La_trilogie_des_fourmis_1_Les_fourmis.xml.tei.xml&user=userP&token=0008af02cef06366e055e359147a0c52
trompe	éléphant	Oui	Elle avait été sauvée par un « saïgak », cette antilope du désert aux énormes naseaux, semblables à une trompe d'éléphant coupée court, et – dans un étonnant contraste – aux grands yeux craintifs et tendres.	s3602 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s3602&idxml=LITT.fr.MAKINE2.xml&user=userP&token=4cb2ef07addf42427bd62a98e56752bf
crânes	éléphant	Oui	Vingt mâts coiffés de crânes d'éléphant étaient plantés en deux alignements réguliers au beau milieu de cet espace.	s4427 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4427&idxml=FY.fr.DAY.xml&user=userP&token=e2ab12c76dbb6231e769d22e893ec096
peau	éléphant	Oui	Dans la brume de l'horizon, de l'autre côté de la mer Morte, qui ressemblait, d'ici, à un lac, les falaises de Jordanie tremblaient déjà dans la chaleur, ravinées et plissées comme une peau d'éléphant.	s4369 	POLv2 : Corpus policier de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4369&idxml=POL.fr.HALTER.xml&user=userP&token=384a9519af283c1ddcb2572d60ae18b0
dents	éléphant	Oui	On numérote à l'encre, la plume sur l'os, les crânes d'ennemis offerts par les Sedangs et les dents d'éléphant collectées pendant la mission.	s7926 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s7926&idxml=GEN.fr.DEVILLE.xml&user=userP&token=57ea717d5d8925989d87019d345cce8b
tête	éléphant	Oui	À ma demande, Constance Chlore vient brosser l'ardoise et dessiner une autre tête d'éléphant.	s5269 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5269&idxml=GEN.fr.DUCHARME.xml&user=userP&token=bab501afed46d956a041a26ad2e3a5c9
